tab	specimens
contribution_id	row_id	specimen	sample	experiments	volume	weight	igsn	igsn_parent	synthetic_alternatives	result_quality	method_codes	citations	meas_temp	meas_orient_theta	meas_orient_phi	azimuth	dip	critical_temp_type	critical_temp_mineral	critical_temp	critical_temp_low	critical_temp_high	hyst_loop	hyst_ms_mass	hyst_mr_mass	hyst_bcr	hyst_bc	hyst_xhf	mineral_type	description	hyst_bc_offset	instrument_codes	rem_hirm_mass	rem_sratio	rem_sratio_forward	rem_sratio_back	aniso_type	aniso_s	aniso_s_n_measurements	aniso_l	aniso_f	aniso_p	aniso_t
		siderite (Dyar) E48 Moss	siderite (Dyar) E48			0				g	LP-MASS	This Study																		data from the Mineral Spectroscopy database, Mt Holyoke College													
		siderite (Dyar) Hyde Moss	siderite (Dyar) Hyde			0				g	LP-MASS	This Study																		data from the Mineral Spectroscopy database, Mt Holyoke College													
		siderite_Dalizi-YP-01	siderite_Dalizi-YP		4.00000005960464E-7	0.00118700003623962			siderite_Dalizi-YP	g	LP-MASS:LP-VOL	This Study																	siderite														
		siderite_Roman-01	siderite_Roman		1.00000001490116E-7	0.000143900007009506			siderite_Roman	g	LP-MASS:LP-VOL	This Study																	siderite														
		siderite_unk-01	siderite_unk		1.00000001490116E-7	0.000100000001490116			siderite_unk	g	LP-MASS:LP-VOL	This Study																	siderite	mass unknown; arbitrary value of 100 mg used													
		siderite_Roman-01	siderite_Roman						siderite_Roman		SM-EYE:LP-X-H:LP-ZFC:LP-ZFC:LP-ZFC:LP-ZFC	This Study						Neel		34.13										by eye		IRM-BigRed											
		siderite_Roman-01	siderite_Roman						siderite_Roman		SM-1DMAX:LP-X-H:LP-ZFC:LP-ZFC:LP-ZFC:LP-ZFC	This Study						Neel		33.19										1st derivative minimum FC, remanence		IRM-BigRed											
		siderite_unk-01	siderite_unk						siderite_unk		SM-1DMAX:LP-FC:LP-ZFC:LP-CW-SIRM:LP-MC:LP-CW-SIRM:LP-MC	This Study						Neel		38.06										1st derivative minimum FC, remanence		IRM-OldBlue											
>>>>>>>>>>
tab	samples
sample	site	azimuth	dip	lat	lon	height	description	citations
siderite (Dyar) E48	RMB siderite (FeCO3)		90				Siderite E48. Sample courtesy of David Turner.	This study
siderite (Dyar) Hyde	RMB siderite (FeCO3)		90				Brendt Hyde Siderite	This study
>>>>>>>>>>
tab	sites
site	location	lat	lon	elevation	description	citations
RMB siderite (FeCO3)	RMB carbonates		0			This study
>>>>>>>>>>
tab	locations
location	lat_s	lon_w	lat_n	lon_e	description	citations
RMB carbonates						This study
>>>>>>>>>>
tab	measurements
contribution_id	row_id	measurement	experiment	specimen	sequence	standard	quality	method_codes	instrument_codes	display_order	result_type	citations	treat_temp	treat_temp_decay_rate	treat_temp_dc_on	treat_temp_dc_off	treat_ac_field	treat_ac_field_decay_rate	treat_ac_field_dc_on	treat_ac_field_dc_off	treat_dc_field	treat_dc_field_decay_rate	treat_dc_field_ac_on	treat_dc_field_ac_off	treat_dc_field_theta	treat_dc_field_phi	treat_mw_power	treat_mw_time	treat_mw_integral	treat_mw_step	treat_step_num	meas_pos_x	meas_pos_y	meas_pos_z	meas_orient_theta	meas_orient_phi	meas_n_orient	meas_temp	meas_temp_change	meas_freq	meas_duration	meas_field_ac	meas_field_ac_theta	meas_field_ac_phi	meas_field_dc	meas_field_dc_theta	meas_field_dc_phi	inversion_height	inversion_residuals	magn_moment	magn_x	magn_x_sigma	magn_y	magn_y_sigma	magn_z	magn_z_sigma	magn_xyz_sigma	magn_induction	magn_b_x	magn_b_x_sigma	magn_b_y	magn_b_y_sigma	magn_b_z	magn_b_z_sigma	magn_b_111	magn_b_111_sigma	magn_b_xyz_sigma	magn_r2_det	dir_dec	dir_inc	dir_csd	magn_volume	magn_mass	magn_uncal	aniso_type	aniso_s	hyst_loop	hyst_sweep_rate	hyst_charging_mode	susc_chi_volume	susc_chi_mass	susc_chi_qdr_volume	susc_chi_qdr_mass	description	timestamp	software_packages	files	external_database_ids	derived_value	analysts
		siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810-4-3	siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810	siderite_Roman-01		u	g	LP-CW-SIRM:LP-MW	IRM-BigRed			This study																										25.57735							0																							0.9846656					-0.0004040893676164												2012-11-20T16:45:34.090-06:00					
		siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810-4-4	siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810	siderite_Roman-01		u	g	LP-CW-SIRM:LP-MW	IRM-BigRed			This study																										30.56033							0																							0.9849954					-0.000326207713690063												2012-11-20T16:46:35.050-06:00					
		siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810-4-5	siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810	siderite_Roman-01		u	g	LP-CW-SIRM:LP-MW	IRM-BigRed			This study																										35.6416							0																							0.7934516					-2.73369631688673E-5												2012-11-20T16:47:36.900-06:00					
		siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810-4-6	siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810	siderite_Roman-01		u	g	LP-CW-SIRM:LP-MW	IRM-BigRed			This study																										40.59288							0																							0.7586128					-1.73590896455872E-5												2012-11-20T16:48:36.820-06:00					
		siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810-4-7	siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810	siderite_Roman-01		u	g	LP-CW-SIRM:LP-MW	IRM-BigRed			This study																										45.57343							0																							0.7682986					-1.66364072272411E-5												2012-11-20T16:49:37.460-06:00					
		siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810-4-8	siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810	siderite_Roman-01		u	g	LP-CW-SIRM:LP-MW	IRM-BigRed			This study																										50.52628							0																							0.7335873					-1.63474496177901E-5												2012-11-20T16:50:36.560-06:00					
		siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810-4-9	siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810	siderite_Roman-01		u	g	LP-CW-SIRM:LP-MW	IRM-BigRed			This study																										55.60129							0																							0.7679065					-1.63795830437804E-5												2012-11-20T16:51:37.640-06:00					
		siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810-4-10	siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810	siderite_Roman-01		u	g	LP-CW-SIRM:LP-MW	IRM-BigRed			This study																										60.52852							0																							0.7636366					-1.61126685198054E-5												2012-11-20T16:52:37.400-06:00					
		siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810-4-11	siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810	siderite_Roman-01		u	g	LP-CW-SIRM:LP-MW	IRM-BigRed			This study																										65.55488							0																							0.7075206					-1.55088325225851E-5												2012-11-20T16:53:37.870-06:00					
		siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810-4-12	siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810	siderite_Roman-01		u	g	LP-CW-SIRM:LP-MW	IRM-BigRed			This study																										70.66367							0																							0.6847146					-1.48232244614315E-5												2012-11-20T16:54:37.680-06:00					
		siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810-4-13	siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810	siderite_Roman-01		u	g	LP-CW-SIRM:LP-MW	IRM-BigRed			This study																										75.56248							0																							0.7067391					-1.51516747741487E-5												2012-11-20T16:55:36.120-06:00					
		siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810-4-14	siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810	siderite_Roman-01		u	g	LP-CW-SIRM:LP-MW	IRM-BigRed			This study																										80.57192							0																							0.7064546					-1.43201181375956E-5												2012-11-20T16:56:37.370-06:00					
		siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810-4-15	siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810	siderite_Roman-01		u	g	LP-CW-SIRM:LP-MW	IRM-BigRed			This study																										85.56902							0																							0.7286764					-1.45671507991661E-5												2012-11-20T16:57:36.030-06:00					
		siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810-4-16	siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810	siderite_Roman-01		u	g	LP-CW-SIRM:LP-MW	IRM-BigRed			This study																										90.58037							0																							0.7421216					-1.44649826268242E-5												2012-11-20T16:58:36.170-06:00					
		siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810-4-17	siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810	siderite_Roman-01		u	g	LP-CW-SIRM:LP-MW	IRM-BigRed			This study																										95.52039							0																							0.7340785					-1.33428978457262E-5												2012-11-20T16:59:35.430-06:00					
		siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810-4-18	siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810	siderite_Roman-01		u	g	LP-CW-SIRM:LP-MW	IRM-BigRed			This study																										100.6174							0																							0.7123256					-1.36803057678944E-5												2012-11-20T17:00:36.680-06:00					
		siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810-4-19	siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810	siderite_Roman-01		u	g	LP-CW-SIRM:LP-MW	IRM-BigRed			This study																										105.5415							0																							0.6917304					-1.38128561501042E-5												2012-11-20T17:01:34.400-06:00					
		siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810-4-20	siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810	siderite_Roman-01		u	g	LP-CW-SIRM:LP-MW	IRM-BigRed			This study																										110.5291							0																							0.708666					-1.35423349548297E-5												2012-11-20T17:02:33.610-06:00					
		siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810-4-21	siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810	siderite_Roman-01		u	g	LP-CW-SIRM:LP-MW	IRM-BigRed			This study																										115.6644							0																							0.6508339					-1.38762195969423E-5												2012-11-20T17:03:35.510-06:00					
		siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810-4-22	siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810	siderite_Roman-01		u	g	LP-CW-SIRM:LP-MW	IRM-BigRed			This study																										120.5726							0																							0.6608166					-1.35239680333565E-5												2012-11-20T17:04:34.170-06:00					
		siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810-4-23	siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810	siderite_Roman-01		u	g	LP-CW-SIRM:LP-MW	IRM-BigRed			This study																										125.5837							0																							0.7166551					-1.29686448922863E-5												2012-11-20T17:05:33.220-06:00					
		siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810-4-24	siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810	siderite_Roman-01		u	g	LP-CW-SIRM:LP-MW	IRM-BigRed			This study																										130.6108							0																							0.6558395					-1.19846768589298E-5												2012-11-20T17:06:34.630-06:00					
		siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810-4-25	siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810	siderite_Roman-01		u	g	LP-CW-SIRM:LP-MW	IRM-BigRed			This study																										135.6155							0																							0.6526664					-1.24930159833218E-5												2012-11-20T17:07:34.550-06:00					
		siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810-4-26	siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810	siderite_Roman-01		u	g	LP-CW-SIRM:LP-MW	IRM-BigRed			This study																										140.4832							0																							0.6507027					-1.20370813064628E-5												2012-11-20T17:08:32.660-06:00					
		siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810-4-27	siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810	siderite_Roman-01		u	g	LP-CW-SIRM:LP-MW	IRM-BigRed			This study																										145.6123							0																							0.6912435					-1.17690271021543E-5												2012-11-20T17:09:33.850-06:00					
		siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810-4-28	siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810	siderite_Roman-01		u	g	LP-CW-SIRM:LP-MW	IRM-BigRed			This study																										150.5905							0																							0.6342055					-1.13977831827658E-5												2012-11-20T17:10:33.060-06:00					
		siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810-4-29	siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810	siderite_Roman-01		u	g	LP-CW-SIRM:LP-MW	IRM-BigRed			This study																										155.5402							0																							0.6267146					-1.14437943015983E-5												2012-11-20T17:11:32.540-06:00					
		siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810-4-30	siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810	siderite_Roman-01		u	g	LP-CW-SIRM:LP-MW	IRM-BigRed			This study																										160.565							0																							0.6672355					-1.16201667824878E-5												2012-11-20T17:12:33.340-06:00					
		siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810-4-31	siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810	siderite_Roman-01		u	g	LP-CW-SIRM:LP-MW	IRM-BigRed			This study																										165.4896							0																							0.6329933					-1.09737178596247E-5												2012-11-20T17:13:32.610-06:00					
		siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810-4-32	siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810	siderite_Roman-01		u	g	LP-CW-SIRM:LP-MW	IRM-BigRed			This study																										170.5521							0																							0.6305788					-1.13797081306463E-5												2012-11-20T17:14:32.260-06:00					
		siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810-4-33	siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810	siderite_Roman-01		u	g	LP-CW-SIRM:LP-MW	IRM-BigRed			This study																										175.6031							0																							0.6915658					-1.12667755385684E-5												2012-11-20T17:15:33.660-06:00					
		siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810-4-34	siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810	siderite_Roman-01		u	g	LP-CW-SIRM:LP-MW	IRM-BigRed			This study																										180.6051							0																							0.6521925					-1.08214732453092E-5												2012-11-20T17:16:33.530-06:00					
		siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810-4-35	siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810	siderite_Roman-01		u	g	LP-CW-SIRM:LP-MW	IRM-BigRed			This study																										185.5571							0																							0.5869507					-1.008106323836E-5												2012-11-20T17:17:32.410-06:00					
		siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810-4-36	siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810	siderite_Roman-01		u	g	LP-CW-SIRM:LP-MW	IRM-BigRed			This study																										190.5768							0																							0.752045					-1.1214127866574E-5												2012-11-20T17:18:33.220-06:00					
		siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810-4-37	siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810	siderite_Roman-01		u	g	LP-CW-SIRM:LP-MW	IRM-BigRed			This study																										195.4703							0																							0.6684103					-1.11247185545518E-5												2012-11-20T17:19:31.380-06:00					
		siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810-4-38	siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810	siderite_Roman-01		u	g	LP-CW-SIRM:LP-MW	IRM-BigRed			This study																										200.5175							0																							0.5849693					-1.04773870743572E-5												2012-11-20T17:20:32.290-06:00					
		siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810-4-39	siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810	siderite_Roman-01		u	g	LP-CW-SIRM:LP-MW	IRM-BigRed			This study																										205.5325							0																							0.6649898					-1.15052050034746E-5												2012-11-20T17:21:31.830-06:00					
		siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810-4-40	siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810	siderite_Roman-01		u	g	LP-CW-SIRM:LP-MW	IRM-BigRed			This study																										210.4662							0																							0.754124					-1.16373175816539E-5												2012-11-20T17:22:31.370-06:00					
		siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810-4-41	siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810	siderite_Roman-01		u	g	LP-CW-SIRM:LP-MW	IRM-BigRed			This study																										215.5049							0																							0.65635					-1.06832592077832E-5												2012-11-20T17:23:31.740-06:00					
		siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810-4-42	siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810	siderite_Roman-01		u	g	LP-CW-SIRM:LP-MW	IRM-BigRed			This study																										220.5893							0																							0.6768375					-1.11001250868659E-5												2012-11-20T17:24:32.430-06:00					
		siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810-4-43	siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810	siderite_Roman-01		u	g	LP-CW-SIRM:LP-MW	IRM-BigRed			This study																										225.549							0																							0.6705657					-1.07431897150799E-5												2012-11-20T17:25:32.520-06:00					
		siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810-4-44	siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810	siderite_Roman-01		u	g	LP-CW-SIRM:LP-MW	IRM-BigRed			This study																										230.5278							0																							0.6558518					-1.05062473940236E-5												2012-11-20T17:26:31.450-06:00					
		siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810-4-45	siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810	siderite_Roman-01		u	g	LP-CW-SIRM:LP-MW	IRM-BigRed			This study																										235.6595							0																							0.7004327					-1.09883669214732E-5												2012-11-20T17:27:32.800-06:00					
		siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810-4-46	siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810	siderite_Roman-01		u	g	LP-CW-SIRM:LP-MW	IRM-BigRed			This study																										240.5044							0																							0.6950778					-1.03301459346769E-5												2012-11-20T17:28:32.340-06:00					
		siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810-4-47	siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810	siderite_Roman-01		u	g	LP-CW-SIRM:LP-MW	IRM-BigRed			This study																										245.547							0																							0.689189					-1.07799166087561E-5												2012-11-20T17:29:31.610-06:00					
		siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810-4-48	siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810	siderite_Roman-01		u	g	LP-CW-SIRM:LP-MW	IRM-BigRed			This study																										250.6016							0																							0.6902324					-1.11564975677554E-5												2012-11-20T17:30:31.970-06:00					
		siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810-4-49	siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810	siderite_Roman-01		u	g	LP-CW-SIRM:LP-MW	IRM-BigRed			This study																										255.6031							0																							0.6922403					-1.0267956914524E-5												2012-11-20T17:31:32.550-06:00					
		siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810-4-50	siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810	siderite_Roman-01		u	g	LP-CW-SIRM:LP-MW	IRM-BigRed			This study																										260.5071							0																							0.6560765					-1.03164002779708E-5												2012-11-20T17:32:31.050-06:00					
		siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810-4-51	siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810	siderite_Roman-01		u	g	LP-CW-SIRM:LP-MW	IRM-BigRed			This study																										265.6927							0																							0.7221538					-1.07011257817929E-5												2012-11-20T17:33:33.500-06:00					
		siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810-4-52	siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810	siderite_Roman-01		u	g	LP-CW-SIRM:LP-MW	IRM-BigRed			This study																										270.4737							0																							0.6935608					-1.05498888116748E-5												2012-11-20T17:34:31.450-06:00					
		siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810-4-53	siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810	siderite_Roman-01		u	g	LP-CW-SIRM:LP-MW	IRM-BigRed			This study																										275.5871							0																							0.6310462					-1.04839888811675E-5												2012-11-20T17:35:32.360-06:00					
		siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810-4-54	siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810	siderite_Roman-01		u	g	LP-CW-SIRM:LP-MW	IRM-BigRed			This study																										280.613							0																							0.645451					-9.92751216122307E-6												2012-11-20T17:36:31.730-06:00					
		siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810-4-55	siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810	siderite_Roman-01		u	g	LP-CW-SIRM:LP-MW	IRM-BigRed			This study																										285.5242							0																							0					-3.6194127866574E-6												2012-11-20T17:37:32.970-06:00					
		siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810-4-56	siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810	siderite_Roman-01		u	g	LP-CW-SIRM:LP-MW	IRM-BigRed			This study																										290.5532							0																							0.7125822					-9.88259902710215E-6												2012-11-20T17:38:30.760-06:00					
		siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810-4-57	siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810	siderite_Roman-01		u	g	LP-CW-SIRM:LP-MW	IRM-BigRed			This study																										295.565							0																							0.6191524					-1.01724669909659E-5												2012-11-20T17:39:31.560-06:00					
		siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810-4-58	siderite_Roman-01-LP-CW-SIRM:LP-MW-DC-9810	siderite_Roman-01		u	g	LP-CW-SIRM:LP-MW	IRM-BigRed			This study																										300.0406							0																							0.7134563					-9.84001389854065E-6												2012-11-20T17:45:17.530-06:00					
		siderite_unk-01-LP-FC-DC-9821-0-0	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										2.997823							0																							0.984438					0.3052612												2005-07-14T10:28:32.840-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-1	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										5.460008							0																							0.9843177					0.3050906												2005-07-14T10:33:08.670-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-2	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										7.595671							0																							0.9843506					0.3050188												2005-07-14T10:33:34.210-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-3	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										9.546289							0																							0.9845524					0.3050027												2005-07-14T10:33:58.050-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-4	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										11.49284							0																							0.9844887					0.304796												2005-07-14T10:34:23.100-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-5	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										13.53877							0																							0.9844213					0.3041631												2005-07-14T10:34:49.520-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-6	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										15.50405							0																							0.984495					0.3029686												2005-07-14T10:35:13.900-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-7	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										17.52153							0																							0.984513					0.3008145												2005-07-14T10:35:38.510-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-8	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										19.45579							0																							0.9844839					0.2974374												2005-07-14T10:36:01.690-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-9	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										21.57431							0																							0.9843655					0.291924												2005-07-14T10:36:26.730-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-10	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										24.65242							0																							0.984742					0.2786797												2005-07-14T10:37:04.190-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-11	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										25.6857							0																							0.9847568					0.2727245												2005-07-14T10:37:16.390-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-12	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										28.2873							0																							0.9842486					0.2534936												2005-07-14T10:37:48.900-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-13	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										29.47929							0																							0.9845083					0.2430283												2005-07-14T10:38:03.290-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-14	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										31.59103							0																							0.9842328					0.2221189												2005-07-14T10:38:28.450-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-15	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										33.53242							0																							0.9841512					0.1991583												2005-07-14T10:38:52.070-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-16	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										35.49622							0																							0.9839312					0.1686533												2005-07-14T10:39:16.890-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-17	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										38.71101							0																							0.9739385					0.07803777												2005-07-14T10:39:55.450-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-18	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										41.86851							0																							0.987928					0.00285049												2005-07-14T10:40:33.350-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-19	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										42.89093							0																							0.9878181					0.002842286												2005-07-14T10:40:46.310-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-20	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										43.93133							0																							0.9878057					0.002835997												2005-07-14T10:40:59.550-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-21	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										45.50768							0																							0.9872928					0.002828796												2005-07-14T10:41:18.940-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-22	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										48.32299							0																							0.9876216					0.002810892												2005-07-14T10:41:53.160-05:00					
		siderite_unk-01-LP-FC-DC-9821-0-23	siderite_unk-01-LP-FC-DC-9821	siderite_unk-01		u	g	LP-FC	IRM-OldBlue			This study																										49.56475							0																							0.9876826					0.002805435												2005-07-14T10:42:06.450-05:00					
